,fighter_name,Height_cm,Weight_kg,Reach_cm,Stance,SLpM,Str_Acc%,Strikes_absorbed/m,Str_Def%,TD_Avg,TD_Def%,Sub_Avg,weight_class,TD_Acc
212,Brandon Polcare,166.77,56,66,Southpaw,0.43,50.0,0.0,55.91,0.0,60.76,0.0,Bantam Weight,44.09
213,Jenna Castillo,157.48000000000002,56,66,Southpaw,3.24,56.0,2.01,57.0,1.68,100.0,0.0,Bantam Weight,100.0
214,Ariane Lipski,167.64000000000001,56,67,Orthodox,3.03,32.0,4.45,48.0,0.27,45.0,0.5,Bantam Weight,25.0
215,Veronica Macedo,162.56,56,64,Southpaw,3.13,39.0,5.06,43.0,0.57,46.0,0.6,Bantam Weight,18.0
216,Anthony Do,162.56,56,66,Orthodox,0.0,42.12,0.0,55.91,0.0,60.76,0.0,Bantam Weight,44.09
217,Shana Dobson,167.64000000000001,56,69,Orthodox,3.34,37.0,5.2,50.0,0.84,14.0,0.0,Bantam Weight,50.0
218,Aaron Trujillo,165.1,56,66,Orthodox,0.0,42.12,0.0,55.91,0.0,60.76,0.0,Bantam Weight,44.09
219,Nolan Ticman,167.64000000000001,56,66,Southpaw,2.57,47.0,2.53,67.0,0.0,60.0,0.0,Bantam Weight,44.09
220,Haven Torres,166.77,56,66,Orthodox,0.0,42.12,0.0,55.91,0.0,60.76,0.0,Bantam Weight,44.09
221,Carls John De Tomas,165.1,56,71,Southpaw,1.74,37.0,3.93,44.0,1.37,66.0,0.0,Bantam Weight,33.0
222,Demetrious Johnson,160.02,56,66,Southpaw,3.43,54.0,1.66,67.0,3.35,65.0,0.5,Bantam Weight,56.0
223,Liana Jojua,162.56,56,62,Orthodox,2.53,39.0,4.86,48.0,1.49,50.0,2.2,Bantam Weight,66.0
224,Jeri Sitzes,165.1,56,66,Orthodox,0.0,42.12,0.0,55.91,0.0,60.76,0.0,Bantam Weight,44.09
225,Jussier Formiga,165.1,56,67,Orthodox,1.42,39.0,2.34,64.0,1.82,87.0,0.6,Bantam Weight,35.0
226,Nate Smith,167.64000000000001,56,69,Switch,1.28,38.0,2.04,35.0,0.0,33.0,2.3,Bantam Weight,44.09
227,Jeff Molina,167.64000000000001,56,69,Orthodox,5.07,38.0,5.53,55.0,0.0,60.76,0.0,Bantam Weight,44.09
228,Tateki Matsuda,170.18,56,66,Orthodox,3.2,34.0,3.43,69.0,0.0,16.0,0.0,Bantam Weight,44.09
229,Brandon Moreno,170.18,56,70,Orthodox,3.41,38.0,3.41,59.0,2.01,67.0,0.6,Bantam Weight,45.0
230,TJ Dillashaw,167.64000000000001,56,67,Southpaw,5.37,41.0,3.03,65.0,1.68,86.0,1.0,Bantam Weight,37.0
231,Ilima Macfarlane,162.56,56,66,Southpaw,4.13,43.0,2.93,65.0,0.0,50.0,1.0,Bantam Weight,44.09
232,Jennifer Maia,162.56,56,64,Orthodox,3.34,39.0,3.52,52.0,0.34,56.0,0.2,Bantam Weight,50.0
233,Jose Maria,165.1,56,66,Orthodox,3.2,53.0,3.98,52.0,2.32,33.0,2.3,Bantam Weight,27.0
234,Christina Marks,170.18,56,69,Southpaw,5.0,58.0,3.0,64.0,7.5,60.76,0.0,Bantam Weight,100.0
235,Su Mudaerji,172.72,56,72,Southpaw,4.49,51.0,2.19,68.0,0.4,77.0,0.8,Bantam Weight,100.0
236,Lauren Mueller,165.1,56,67,Southpaw,4.08,41.0,3.77,58.0,0.7,71.0,0.0,Bantam Weight,50.0
237,Klayton Mai,175.26,56,66,Southpaw,1.53,42.0,1.02,63.0,3.83,60.76,7.7,Bantam Weight,100.0
238,Zach Makovsky,162.56,56,64,Southpaw,1.94,43.0,2.24,62.0,3.71,56.0,0.3,Bantam Weight,30.0
239,Tyson Nam,170.18,56,68,Orthodox,3.64,31.0,5.69,64.0,0.0,100.0,0.0,Bantam Weight,44.09
240,Maryna Moroz,170.18,56,67,Orthodox,4.09,31.0,4.15,53.0,0.56,47.0,0.4,Bantam Weight,18.0
241,Roxanne Modafferi,170.18,56,69,Orthodox,3.13,30.0,5.03,53.0,1.42,30.0,0.1,Bantam Weight,23.0
242,Ashkan Mokhtarian,167.64000000000001,56,67,Southpaw,1.95,43.0,3.66,43.0,0.54,33.0,0.0,Bantam Weight,16.0
243,Jon Delos Reyes,167.64000000000001,56,67,Orthodox,2.99,38.0,4.14,51.0,3.2,55.0,1.9,Bantam Weight,83.0
244,Marcos Vinicius,175.26,56,66,Orthodox,1.93,49.0,2.91,47.0,0.0,25.0,0.5,Bantam Weight,44.09
245,Manny Vazquez,177.8,56,72,Orthodox,1.47,41.0,2.67,48.0,1.0,60.76,1.0,Bantam Weight,33.0
246,Adam Antolin,165.1,56,63,Southpaw,5.73,52.0,5.0,69.0,0.0,100.0,0.0,Bantam Weight,44.09
247,Aori Qileng,170.18,56,66,Orthodox,0.0,42.12,0.0,55.91,0.0,60.76,0.0,Bantam Weight,44.09
248,Viviane Araujo,162.56,56,68,Southpaw,4.97,48.0,4.84,60.0,2.33,94.0,0.2,Bantam Weight,64.0
249,John Moraga,167.64000000000001,56,66,Southpaw,2.57,43.0,2.55,56.0,0.62,44.0,1.1,Bantam Weight,23.0
250,Joseph Morales,167.64000000000001,56,69,Switch,1.58,37.0,1.72,60.0,0.53,23.0,2.6,Bantam Weight,50.0
251,Louis Gaudinot,160.02,56,63,Orthodox,2.34,37.0,6.42,48.0,0.57,31.0,1.1,Bantam Weight,40.0
252,Charlene Gellner,157.48000000000002,56,66,Orthodox,2.01,42.0,3.24,43.0,0.0,60.76,1.7,Bantam Weight,44.09
253,Estefani Almeida,162.56,56,66,Orthodox,3.13,37.0,6.07,42.0,0.0,60.76,0.0,Bantam Weight,44.09
254,Jaime Alvarez,172.72,56,69,Orthodox,2.73,40.0,4.53,56.0,1.0,50.0,0.0,Bantam Weight,33.0
255,Ariel Beck,167.64000000000001,56,66,Southpaw,4.44,34.0,4.31,64.0,0.0,60.76,0.0,Bantam Weight,44.09
256,Chris Beal,170.18,56,69,Southpaw,3.45,35.0,3.18,61.0,1.6,78.0,0.2,Bantam Weight,58.0
257,Danny Martinez,167.64000000000001,56,67,Orthodox,2.73,28.0,3.77,63.0,3.0,36.0,0.0,Bantam Weight,45.0
258,Isabela de Padua,160.02,56,64,Orthodox,1.0,35.0,2.07,50.0,2.0,60.76,1.0,Bantam Weight,66.0
259,Josh Paiva,167.64000000000001,56,66,Orthodox,0.0,42.12,0.0,55.91,0.0,60.76,0.0,Bantam Weight,44.09
260,Katlyn Chookagian,175.26,56,68,Orthodox,4.22,34.0,4.23,63.0,0.27,51.0,0.5,Bantam Weight,15.0
261,Dustin Ortiz,165.1,56,65,Southpaw,2.94,44.0,2.17,56.0,3.01,52.0,0.1,Bantam Weight,36.0
262,Rachael Ostovich,160.02,56,62,Orthodox,2.54,43.0,3.97,57.0,2.03,66.0,0.8,Bantam Weight,83.0
263,Andrea Lee,167.64000000000001,56,69,Southpaw,5.58,49.0,3.83,65.0,1.67,57.0,0.5,Bantam Weight,45.0
264,Alexandre Pantoja,165.1,56,67,Southpaw,4.3,47.0,3.39,53.0,0.94,68.0,0.9,Bantam Weight,35.0
265,Rilley Dutro,172.72,56,66,Orthodox,4.74,54.0,5.95,33.0,0.0,83.0,0.0,Bantam Weight,44.09
266,Bentley Syler,162.56,56,66,Orthodox,1.3,18.0,1.73,79.0,0.0,75.0,0.0,Bantam Weight,44.09
267,Casey O'Neill,167.64000000000001,56,69,Southpaw,5.64,72.0,1.84,42.0,6.91,60.76,1.7,Bantam Weight,66.0
268,Ben Nguyen,165.1,56,65,Switch,3.51,40.0,3.01,59.0,0.25,63.0,1.0,Bantam Weight,33.0
269,Jessica-Rose Clark,165.1,56,64,Southpaw,4.68,51.0,3.98,60.0,1.01,73.0,0.4,Bantam Weight,55.0
270,Veta Arteaga,170.18,56,66,Southpaw,3.2,36.0,1.92,65.0,0.0,40.0,0.0,Bantam Weight,44.09
271,Nick Garcia,162.56,56,66,Orthodox,0.67,25.0,3.03,50.0,0.0,83.0,5.1,Bantam Weight,44.09
272,Elias Garcia,165.1,56,67,Southpaw,1.59,27.0,5.05,50.0,0.68,33.0,1.4,Bantam Weight,14.0
273,Ron Henderson,177.8,56,66,Orthodox,2.53,25.0,3.6,48.0,1.0,60.76,0.0,Bantam Weight,20.0
274,Alptekin Ozkilic,165.1,56,65,Orthodox,3.81,32.0,5.72,59.0,4.21,75.0,0.0,Bantam Weight,58.0
275,Maycee Barber,165.1,56,65,Switch,5.21,52.0,3.0,50.0,1.44,80.0,0.2,Bantam Weight,40.0
276,David Dvorak,165.1,56,68,Southpaw,4.5,48.0,3.17,63.0,0.0,75.0,0.0,Bantam Weight,44.09
277,Vaughan Lee,167.64000000000001,56,66,Southpaw,3.47,47.0,2.07,70.0,0.81,72.0,1.0,Bantam Weight,33.0
278,Kyoji Horiguchi,165.1,56,66,Southpaw,3.6,45.0,2.45,62.0,2.0,55.0,0.0,Bantam Weight,44.0
279,Matt Horning,162.56,56,66,Orthodox,0.0,42.12,0.0,55.91,0.0,60.76,0.0,Bantam Weight,44.09
280,Sarah Frota,167.64000000000001,56,69,Southpaw,4.52,52.0,2.57,55.0,0.0,53.0,0.0,Bantam Weight,44.09
281,Gustavo Gabriel,167.64000000000001,56,66,Orthodox,4.06,65.0,4.26,46.0,0.0,50.0,0.0,Bantam Weight,44.09
282,Oleksandr Doskalchuk,167.64000000000001,56,66,Southpaw,0.0,42.12,0.0,55.91,0.0,60.76,0.0,Bantam Weight,44.09
283,Shane Howell,172.72,56,66,Orthodox,1.27,32.0,2.55,42.0,0.0,20.0,0.0,Bantam Weight,44.09
284,Paddy Holohan,177.8,56,69,Orthodox,2.13,46.0,2.81,46.0,2.88,71.0,1.3,Bantam Weight,47.0
285,Barb Honchak,162.56,56,65,Orthodox,4.04,30.0,4.67,66.0,0.0,60.76,1.3,Bantam Weight,44.09
286,Ali Bagautinov,162.56,56,65,Orthodox,2.85,42.0,3.09,52.0,2.51,65.0,0.3,Bantam Weight,36.0
287,Josh Epps,166.77,58,66,Orthodox,0.0,42.12,0.0,55.91,0.0,60.76,0.0,Bantam Weight,44.09
288,Raul Sandoval,166.77,58,66,Orthodox,0.0,42.12,0.0,55.91,0.0,60.76,0.0,Bantam Weight,44.09
289,Bobby Escalante,166.77,58,66,Orthodox,0.0,42.12,0.0,55.91,0.0,60.76,0.0,Bantam Weight,44.09
290,JW Wright,166.77,58,66,Orthodox,0.0,42.12,0.0,55.91,0.0,60.76,0.0,Bantam Weight,44.09
291,Kaitlin Young,175.26,61,69,Orthodox,2.83,26.0,6.33,51.0,2.5,62.15,0.0,Lightweight,100.0
292,Janay Harding,172.22,61,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
293,Mario Bautista,175.26,61,69,Switch,5.71,45.0,4.78,54.0,0.48,70.0,0.0,Lightweight,33.0
294,Nicco Montano,165.1,61,65,Southpaw,5.6,41.0,4.43,64.0,2.25,69.0,0.4,Lightweight,54.0
295,Carina Damm,162.56,61,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
296,Cindy Dandois,170.18,61,69,Orthodox,3.13,32.0,3.4,58.0,5.0,62.15,0.0,Lightweight,55.0
297,Eduardo Dantas,177.8,61,69,Southpaw,3.33,60.0,3.0,60.0,4.0,100.0,0.0,Lightweight,23.0
298,Sabina Mazo,170.18,61,70,Southpaw,6.56,44.0,3.91,60.0,0.81,66.0,0.2,Lightweight,80.0
299,John Albert,172.72,61,68,Southpaw,3.05,49.0,2.82,35.0,0.0,50.0,6.1,Lightweight,43.63
300,Iuri Alcantara,175.26,61,71,Southpaw,2.72,45.0,2.79,49.0,1.44,60.0,0.8,Lightweight,62.0
301,Coty Wheeler,167.64000000000001,61,67,Orthodox,1.88,22.0,3.16,59.0,0.87,33.0,2.6,Lightweight,37.0
302,Vanessa Melo,165.1,61,65,Orthodox,3.48,30.0,6.13,59.0,0.0,71.0,0.0,Lightweight,43.63
303,Augusto Mendes,167.64000000000001,61,65,Orthodox,2.42,34.0,3.91,56.0,1.75,80.0,0.0,Lightweight,33.0
304,Jose Aldo,170.18,61,70,Orthodox,3.45,45.0,3.52,61.0,0.57,91.0,0.1,Lightweight,56.0
305,Norifumi Yamamoto,162.56,61,66,Southpaw,2.09,45.0,2.01,57.0,0.41,45.0,0.0,Lightweight,22.0
306,Hiroko Yamanaka,180.34,61,69,Orthodox,2.1,26.0,3.54,63.0,0.0,100.0,0.0,Lightweight,43.63
307,Jesse Strader,170.18,61,70,Orthodox,7.12,56.0,7.63,42.0,0.0,62.15,0.0,Lightweight,43.63
308,Petr Yan,170.18,61,67,Switch,5.99,52.0,3.55,62.0,2.14,90.0,0.1,Lightweight,66.0
309,Brian Bowles,170.18,61,70,Orthodox,2.36,26.0,2.98,64.0,1.39,54.0,1.4,Lightweight,70.0
310,Marcus Brimage,162.56,61,71,Southpaw,3.97,35.0,3.64,56.0,0.56,80.0,0.0,Lightweight,100.0
311,Henry Briones,172.72,61,69,Orthodox,3.47,42.0,4.68,53.0,0.0,52.0,0.6,Lightweight,43.63
312,Roman Salazar,170.18,61,69,Orthodox,1.95,39.0,2.89,57.0,1.77,50.0,0.0,Lightweight,18.0
313,Boston Salmon,175.26,61,69,Southpaw,4.13,37.0,7.75,59.0,0.0,100.0,0.0,Lightweight,43.63
314,Josh San Diego,177.8,61,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
315,Joby Sanchez,167.64000000000001,61,68,Southpaw,3.22,36.0,2.82,63.0,0.95,51.0,0.4,Lightweight,71.0
316,Jerrod Sanders,172.72,61,72,Orthodox,0.88,64.0,1.14,46.0,2.2,50.0,1.6,Lightweight,33.0
317,Cory Sandhagen,180.34,61,70,Switch,6.85,48.0,3.89,59.0,1.07,30.0,0.5,Lightweight,50.0
318,Luke Sanders,167.64000000000001,61,67,Southpaw,6.21,51.0,4.11,53.0,0.31,66.0,0.3,Lightweight,20.0
319,Hugo Sandoval,172.22,61,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
320,Joseph Sandoval,170.18,61,69,Southpaw,1.82,42.0,12.12,60.0,0.0,62.15,0.0,Lightweight,43.63
321,Pete Sabala,172.22,61,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
322,Yusup Saadulaev,167.64000000000001,61,69,Orthodox,0.57,45.0,0.96,66.0,5.73,62.15,1.0,Lightweight,60.0
323,Paul Ruiz,167.64000000000001,61,69,Orthodox,1.4,33.0,1.4,75.0,0.0,100.0,20.9,Lightweight,43.63
324,Frankie Saenz,167.64000000000001,61,66,Southpaw,3.94,47.0,3.5,52.0,1.74,61.0,0.1,Lightweight,31.0
325,Donny Walker,175.26,61,69,Orthodox,1.81,37.0,3.85,46.0,0.0,57.0,1.7,Lightweight,43.63
326,Andre Ewell,172.72,61,75,Southpaw,4.42,41.0,4.25,52.0,0.29,70.0,0.1,Lightweight,66.0
327,Urijah Faber,167.64000000000001,61,67,Southpaw,2.65,40.0,2.59,64.0,1.54,58.0,0.8,Lightweight,30.0
328,Kelly Faszholz,172.72,61,69,Southpaw,4.01,48.0,3.61,52.0,0.0,44.0,0.0,Lightweight,43.63
329,Tony Kelley,175.26,61,70,Switch,4.57,47.0,4.77,43.0,0.0,50.0,2.0,Lightweight,43.63
330,Sarah Alpar,162.56,61,63,Southpaw,2.11,54.0,4.76,32.0,2.69,50.0,0.7,Lightweight,28.0
331,Alfred Khashakyan,172.72,61,70,Orthodox,6.14,42.0,6.38,40.0,3.54,62.15,0.0,Lightweight,25.0
332,Ali AlQaisi,167.64000000000001,61,68,Southpaw,2.43,42.0,1.97,56.0,3.5,60.0,1.0,Lightweight,29.0
333,Chad Robichaux,162.56,61,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
334,Mayra Bueno Silva,167.64000000000001,61,66,Orthodox,4.06,57.0,4.89,47.0,0.0,73.0,1.6,Lightweight,43.63
335,Courtney Buck,177.8,61,69,Orthodox,1.49,28.0,3.24,54.0,0.0,33.0,0.0,Lightweight,43.63
336,Rong Zhu,172.22,61,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
337,George Roop,185.42,61,72,Southpaw,3.43,34.0,2.47,60.0,1.05,59.0,0.1,Lightweight,57.0
338,Karol Rosa,165.1,61,67,Southpaw,7.73,52.0,5.51,48.0,2.0,90.0,0.0,Lightweight,60.0
339,Sarah Kaufman,165.1,61,66,Southpaw,6.65,46.0,4.0,62.0,0.38,81.0,0.0,Lightweight,57.0
340,Julie Kedzie,165.1,61,69,Orthodox,2.9,36.0,3.18,46.0,1.14,78.0,0.0,Lightweight,23.0
341,Mayana Kellem,165.1,61,69,Orthodox,1.94,22.0,2.9,62.0,0.0,62.15,0.0,Lightweight,43.63
342,Ronda Rousey,170.18,61,66,Southpaw,4.17,52.0,4.14,44.0,6.26,50.0,4.8,Lightweight,68.0
343,Brad Royster,172.22,61,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
344,Bruno Rodrigues,167.64000000000001,61,69,Orthodox,2.01,34.0,3.42,40.0,0.0,25.0,0.0,Lightweight,43.63
345,Ray Rodriguez,170.18,61,70,Orthodox,0.9,27.0,3.89,40.0,1.42,44.0,0.0,Lightweight,50.0
346,Sirwan Kakai,165.1,61,69,Orthodox,3.57,41.0,4.63,62.0,4.0,83.0,0.0,Lightweight,42.0
347,Aiemann Zahabi,172.72,61,68,Orthodox,2.82,40.0,3.91,65.0,0.33,72.0,0.0,Lightweight,16.0
348,Victor Rodriguez,165.1,61,67,Switch,2.17,46.0,6.14,50.0,0.0,62.15,0.0,Lightweight,43.63
349,Francisco Rivera,172.72,61,70,Southpaw,4.07,41.0,3.16,68.0,1.01,68.0,0.6,Lightweight,63.0
350,Ian Entwistle,165.1,61,69,Orthodox,0.11,7.0,7.36,31.0,0.0,62.15,12.1,Lightweight,43.63
351,Cole Escovedo,170.18,61,72,Orthodox,1.77,43.0,4.32,49.0,0.43,13.0,0.0,Lightweight,33.0
352,Amador Ramirez,172.22,61,69,Southpaw,4.93,51.0,2.07,69.0,1.0,62.15,0.0,Lightweight,33.0
353,Phil Caracappa,172.72,61,70,Orthodox,2.93,50.0,4.07,29.0,1.0,100.0,1.0,Lightweight,8.0
354,Lina Lansberg,170.18,61,65,Orthodox,2.76,57.0,3.7,44.0,0.71,50.0,0.1,Lightweight,33.0
355,Ray Borg,162.56,61,63,Orthodox,1.52,52.0,1.93,48.0,3.89,46.0,1.0,Lightweight,50.0
356,Leandro Issa,170.18,61,69,Orthodox,2.08,37.0,3.17,58.0,2.38,50.0,1.2,Lightweight,22.0
357,Yves Jabouin,170.18,61,68,Southpaw,3.06,41.0,2.93,62.0,1.94,82.0,0.1,Lightweight,60.0
358,Jeimeson Saudino,167.64000000000001,61,69,Orthodox,0.66,30.0,0.82,84.0,2.47,62.15,2.5,Lightweight,50.0
359,Colleen Schneider,172.22,61,69,Orthodox,2.17,48.0,2.5,50.0,2.5,60.0,0.0,Lightweight,50.0
360,Richie Santiago,170.18,61,67,Southpaw,3.87,49.0,4.87,42.0,0.0,25.0,0.0,Lightweight,43.63
361,Nam Phan,167.64000000000001,61,70,Orthodox,4.52,37.0,6.55,59.0,0.18,60.0,0.2,Lightweight,18.0
362,Aaron Phillips,175.26,61,71,Southpaw,1.65,56.0,3.44,39.0,0.0,44.0,0.4,Lightweight,43.63
363,Elizabeth Phillips,167.64000000000001,61,65,Orthodox,2.6,33.0,3.07,58.0,0.75,53.0,0.2,Lightweight,25.0
364,Kyler Phillips,172.72,61,72,Southpaw,5.32,46.0,3.04,61.0,2.88,71.0,0.4,Lightweight,63.0
365,Brad Pickett,167.64000000000001,61,68,Orthodox,3.02,31.0,4.63,55.0,2.47,58.0,0.4,Lightweight,44.0
366,Remo Cardarelli,172.22,61,69,Southpaw,2.27,47.0,1.47,59.0,0.0,100.0,0.0,Lightweight,43.63
367,Bryan Caraway,172.72,61,68,Orthodox,2.53,34.0,3.61,54.0,2.57,80.0,0.8,Lightweight,25.0
368,Will Ribeiro,172.72,61,69,Southpaw,1.83,28.0,1.64,74.0,1.15,50.0,2.9,Lightweight,100.0
369,Mike Richman,172.72,61,69,Southpaw,4.06,44.0,3.49,43.0,0.0,76.0,0.0,Lightweight,43.63
370,Hussain Rasouli,167.64000000000001,61,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
371,Rafael Rebello,165.1,61,67,Orthodox,2.19,32.0,3.29,58.0,2.82,75.0,0.5,Lightweight,33.0
372,Grigory Popov,170.18,61,68,Switch,3.63,37.0,4.2,55.0,0.0,45.0,0.0,Lightweight,43.63
373,Priscila Cachoeira,170.18,61,65,Orthodox,3.84,37.0,7.93,42.0,0.0,69.0,0.0,Lightweight,43.63
374,Darrion Caldwell,177.8,61,69,Southpaw,0.85,34.0,0.57,60.0,3.41,100.0,0.8,Lightweight,66.0
375,Marion Reneau,167.64000000000001,61,68,Orthodox,3.29,41.0,3.37,61.0,0.66,50.0,0.8,Lightweight,63.0
376,Guido Cannetti,167.64000000000001,61,68,Southpaw,2.85,51.0,2.17,50.0,2.64,75.0,0.3,Lightweight,50.0
377,Eddie Wineland,170.18,61,69,Orthodox,3.4,29.0,3.66,69.0,0.34,86.0,0.1,Lightweight,33.0
378,Jose Quinonez,172.72,61,69,Southpaw,3.6,45.0,3.0,64.0,2.7,42.0,0.6,Lightweight,47.0
379,Jason Reinhardt,167.64000000000001,61,69,Orthodox,0.51,40.0,4.07,43.0,1.91,50.0,0.0,Lightweight,12.0
380,Filip Pejic,172.72,61,69,Orthodox,0.0,41.98,0.88,33.0,0.0,62.15,0.0,Lightweight,43.63
381,Julianna Pena,167.64000000000001,61,69,Southpaw,2.8,47.0,1.7,53.0,2.49,23.0,0.8,Lightweight,53.0
382,Raquel Pennington,170.18,61,67,Southpaw,3.62,48.0,3.2,63.0,1.12,65.0,0.7,Lightweight,28.0
383,Jay Perrin,170.18,61,69,Switch,2.87,44.0,2.6,47.0,4.0,80.0,0.0,Lightweight,80.0
384,Leiticia Pestova,167.64000000000001,61,69,Orthodox,0.0,41.98,24.62,44.0,0.0,62.15,0.0,Lightweight,43.63
385,Mabelly Lima,157.48000000000002,61,69,Orthodox,3.07,63.0,5.67,44.0,0.0,100.0,0.0,Lightweight,43.63
386,John Lineker,160.02,61,67,Southpaw,5.36,40.0,4.27,56.0,0.56,67.0,0.6,Lightweight,58.0
387,Antonio Duarte,170.18,61,69,Southpaw,4.55,40.0,4.18,57.0,0.0,60.0,0.0,Lightweight,43.63
388,Norma Dumont,170.18,61,67,Southpaw,5.35,55.0,2.65,72.0,2.43,100.0,0.0,Lightweight,42.0
389,Jessamyn Duke,180.34,61,73,Southpaw,4.83,53.0,4.43,57.0,1.27,50.0,1.9,Lightweight,36.0
390,Milana Dudieva,160.02,61,69,Orthodox,0.87,31.0,3.43,58.0,2.34,62.15,0.0,Lightweight,45.0
391,Alexis Dufresne,175.26,61,69,Orthodox,1.33,27.0,3.33,60.0,1.5,50.0,0.0,Lightweight,50.0
392,Lina Kvokov,175.26,61,69,Orthodox,2.31,30.0,12.12,19.0,0.0,62.15,0.0,Lightweight,43.63
393,Jeremiah Labiano,177.8,61,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
394,Aspen Ladd,167.64000000000001,61,66,Southpaw,5.22,55.0,4.84,46.0,2.45,66.0,1.2,Lightweight,75.0
395,Frankie Edgar,167.64000000000001,61,68,Southpaw,3.7,39.0,2.71,66.0,2.28,65.0,0.3,Lightweight,31.0
396,Stephanie Egger,167.64000000000001,61,68,Orthodox,0.67,31.0,1.33,52.0,1.0,40.0,0.0,Lightweight,16.0
397,Joselyne Edwards,172.72,61,70,Southpaw,4.2,53.0,3.83,46.0,0.5,37.0,0.5,Lightweight,16.0
398,Saul Elizondo,170.18,61,69,Orthodox,2.07,30.0,4.93,48.0,2.0,66.0,1.0,Lightweight,100.0
399,Cameron Else,175.26,61,71,Switch,1.92,36.0,5.58,58.0,0.0,62.15,0.0,Lightweight,43.63
400,Gabriel Carrasco,167.64000000000001,61,69,Southpaw,4.15,37.0,1.53,80.0,0.0,100.0,0.0,Lightweight,43.63
401,Aaron Ely,172.72,61,69,Southpaw,0.82,15.0,0.66,69.0,2.47,50.0,4.9,Lightweight,100.0
402,Sovannahry Em,162.56,61,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
403,Maiju Kujala,172.22,61,69,Orthodox,2.5,40.0,5.5,36.0,0.0,50.0,0.0,Lightweight,43.63
404,Yana Kunitskaya,167.64000000000001,61,68,Southpaw,4.22,57.0,2.62,51.0,1.62,50.0,0.2,Lightweight,53.0
405,Anthony Birchak,172.72,61,69,Southpaw,4.23,36.0,3.06,60.0,0.6,73.0,0.0,Lightweight,16.0
406,Rafael Silva,170.18,61,69,Orthodox,0.67,50.0,0.73,67.0,0.0,25.0,1.0,Lightweight,43.63
407,Dayana Silva,170.18,61,69,Southpaw,6.33,51.0,5.93,57.0,0.0,42.0,0.0,Lightweight,43.63
408,Walel Watson,180.34,61,75,Orthodox,2.1,29.0,3.79,43.0,0.0,61.0,1.4,Lightweight,43.63
409,Teruto Ishihara,170.18,61,69,Southpaw,3.26,44.0,3.63,53.0,0.5,30.0,0.0,Lightweight,16.0
410,Leslie Smith,175.26,61,66,Orthodox,7.56,40.0,8.41,51.0,0.0,62.0,0.0,Lightweight,43.63
411,Cole Smith,180.34,61,67,Orthodox,1.78,35.0,1.96,49.0,1.67,45.0,1.7,Lightweight,33.0
412,Walter Smith-Cotito,172.72,61,69,Orthodox,2.95,36.0,3.53,68.0,2.16,57.0,0.0,Lightweight,33.0
413,Talita Bernardo,162.56,61,68,Orthodox,3.12,42.0,4.04,55.0,1.62,28.0,0.5,Lightweight,22.0
414,Kyung Ho Kang,175.26,61,73,Southpaw,2.52,44.0,2.43,58.0,2.53,71.0,1.1,Lightweight,59.0
415,Bharat Kandare,170.18,61,72,Orthodox,0.7,10.0,1.88,72.0,0.0,62.15,0.0,Lightweight,43.63
416,Gabriel Silva,167.64000000000001,61,71,Orthodox,1.3,34.0,3.47,45.0,1.5,38.0,0.5,Lightweight,25.0
417,Ricky Simon,167.64000000000001,61,69,Orthodox,3.08,42.0,3.13,64.0,6.93,72.0,0.4,Lightweight,54.0
418,Shunichi Shimizu,165.1,61,69,Orthodox,0.14,33.0,4.68,30.0,0.0,62.15,0.0,Lightweight,43.63
419,Jack Shore,172.72,61,71,Southpaw,3.69,54.0,0.59,76.0,5.16,62.15,1.5,Lightweight,46.0
420,Masanori Kanehara,170.18,61,67,Southpaw,1.88,49.0,1.63,62.0,1.44,63.0,0.9,Lightweight,50.0
421,Ramiro Hernandez,175.26,61,69,Orthodox,2.72,28.0,5.51,64.0,0.0,62.15,0.0,Lightweight,43.63
422,Stephanie Webber,167.64000000000001,61,69,Orthodox,0.91,80.0,3.85,15.0,6.79,62.15,0.0,Lightweight,40.0
423,Takayo Hashi,162.56,61,69,Orthodox,2.84,26.0,6.56,61.0,0.0,62.15,0.0,Lightweight,43.63
424,Del Hawkins,165.1,61,69,Orthodox,1.15,27.0,2.01,46.0,0.0,62.15,0.0,Lightweight,43.63
425,Jumabieke Tuerxun,170.18,61,69,Orthodox,1.6,28.0,3.08,59.0,0.47,66.0,0.9,Lightweight,11.0
426,Raphael Assuncao,165.1,61,66,Southpaw,3.26,40.0,2.33,68.0,1.48,80.0,0.3,Lightweight,38.0
